Date,Politician,Last Name,Chamber,Symbol,Name,Trans Total<sup>*</sup>,Trans,Notes
05/01/2021,Dean,Phillips,US Congressman,AAL,American Airli,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Dean,Phillips,US Congressman,T,AT&T Inc,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Dean,Phillips,US Congressman,DTE,Dte Energy Com,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Diana,Harshbarger,US Congressman,MGA,Magna Internat,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
05/01/2021,Earl,Blumenauer,US Congressman,FLEX,Flextronics In,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
05/01/2021,James,Inhofe,US Senator,CRSP,Crispr Therape,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Lois,Frankel,US Congressman,FLIR,Flir Systems I,8000,Sell,"Traded $1,001 to $15,000 ."
05/01/2021,Marie,Newman,US Congressman,CCL,Carnival Corp,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
05/01/2021,Susie,Lee,US Congressman,BIO,Bio-Rad Labora,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Susie,Lee,US Congressman,ECL,Ecolab Inc,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Susie,Lee,US Congressman,TMUS,T-Mobile US,8000,Sell,"Traded $1,001 to $15,000 "
05/01/2021,Thomas,Tuberville,US Senator,META,Meta Platforms,8000,Sell,"Sale Of Put Options With Strike Price $225.00 And Expiry 07/16/2021. Traded $1,001 To $15,000 , As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/01/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,175000,Buy,"Traded $100,001 to $250,000 "
06/01/2021,Thomas,Tuberville,US Senator,AA,Alcoa Corp,65000,Buy,"Traded $30,001 To $100,000 "
06/01/2021,Tomasz,Malinowski,US Congressman,CNF,Cnfinance Hold,8000,Buy,"Traded $1,001 to $15,000 "
06/01/2021,Walter,Schrader,US Congressman,CTLT,Catalent Inc,8000,Buy,"Traded $1,001 to $15,000 "
06/01/2021,Diana,Harshbarger,US Congressman,PGR,Progressive Co,16000,Sell,"By Director And Spouse. Traded $2,001 To $30,000 ."
06/01/2021,Earl,Blumenauer,US Congressman,FLEX,Flextronics In,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
06/01/2021,Lois,Frankel,US Congressman,HON,Honeywell Inte,8000,Sell,"Traded $1,001 to $15,000 "
06/01/2021,Mark,Green,US Congressman,AMZA,Infracap MLP E,750000,Sell,"Traded $500,001 to $1,000,000 "
06/01/2021,Michael,Mccaul,US Congressman,PAG,Penske Automot,107501,Sell,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
06/01/2021,Susie,Lee,US Congressman,CHNG,Change Healthc,8000,Sell,"Traded $1,001 to $15,000 "
06/01/2021,Thomas,Tuberville,US Senator,AA,Alcoa Corp,8000,Sell,"Sale Of Call Options With At A Strike Price Of $26.00 And Expiry 07/16/2021.Traded $1,001 To $15,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/01/2021,Thomas,Tuberville,US Senator,AA,Alcoa Corp,16000,Sell,"Sale Of Put Options With Strike Price $22.00 And Expiry 01/21/2022 .Traded $2,001 To $30,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/01/2021,Thomas,Suozzi,US Congressman,ZS,Zscaler Inc,32500,Sell,"Traded $15,001 to $50,000 "
06/01/2021,Tomasz,Malinowski,US Congressman,FIVN,Five9 Inc,8000,Sell,"Traded $1,001 to $15,000 "
06/01/2021,Tomasz,Malinowski,US Congressman,AMRC,Ameresco Inc,32500,Sell,"Traded $15,001 to $50,000 "
06/01/2021,Tomasz,Malinowski,US Congressman,CDNA,Caredx Inc,32500,Sell,"Traded $15,001 to $50,000 "
06/01/2021,Walter,Schrader,US Congressman,DHR,Danaher Corp,8000,Sell,"Traded $1,001 to $15,000 ."
06/01/2021,Walter,Schrader,US Congressman,TMO,Thermo Fisher ,8000,Sell,"Traded $1,001 to $15,000 ."
06/01/2021,Walter,Schrader,US Congressman,BABAF,Alibaba Group ,8000,Sell,"Traded $1,001 to $15,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,PG,Procter & Gamb,8000,Buy,"Traded $1,001 to $15,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,LKQ,LKQ Corp,32000,Buy,"By Director And Spouse. Traded $4,001 To $60,000 ."
07/01/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,32500,Buy,"Traded $15,001 to $50,000 "
07/01/2021,Susie,Lee,US Congressman,CHX,Championx Corp,8000,Buy,"Traded $1,001 to $15,000 "
07/01/2021,Susie,Lee,US Congressman,HHH,Howard Hughes ,8000,Buy,"Traded $1,001 to $15,000 ."
07/01/2021,Susie,Lee,US Congressman,WCC,Wesco Internat,8000,Buy,"Traded $1,001 to $15,000 "
07/01/2021,Dean,Phillips,US Congressman,ACN,Accenture Plc,8000,Sell,"Traded $1,001 to $15,000 "
07/01/2021,Diana,Harshbarger,US Congressman,CUBE,Cubesmart,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,MSFT,Microsoft Corp,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,PGR,Progressive Co,8000,Sell,"Traded $1,001 to $15,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,CBRE,CBRE Group Inc,16000,Sell,"By Director And Spouse. Traded $2,001 To $30,000 ."
07/01/2021,Diana,Harshbarger,US Congressman,RTX,Rtx Corp,32000,Sell,"By Director And Spouse. Traded $4,001 To $60,000 ."
07/01/2021,Peter,Meijer,US Congressman,TIF,Tiffany & Comp,32500,Sell,"Traded $15,001 to $50,000 "
07/01/2021,Richard,Larsen,US Congressman,CVS,CVS Corp,8000,Sell,"Traded $1,001 to $15,000 ."
07/01/2021,Richard,Larsen,US Congressman,INTC,Intel Corp,8000,Sell,"Traded $1,001 to $15,000 ."
07/01/2021,Thomas,Suozzi,US Congressman,LAAOF,Li Auto Inc,32500,Sell,"Traded $15,001 to $50,000 ."
07/01/2021,Tomasz,Malinowski,US Congressman,AMRC,Ameresco Inc,8000,Sell,"Traded $1,001 to $15,000 "
08/01/2021,Alan,Lowenthal,US Congressman,JBI,Janus Internat,8046,Buy,"By Spouse. Traded $1,046 To $15,045 ."
08/01/2021,Dean,Phillips,US Congressman,ACGL,Arch Capital G,8000,Buy,"Traded $1,001 to $15,000 ."
08/01/2021,Diana,Harshbarger,US Congressman,LKQ,LKQ Corp,8000,Buy,"Traded $1,001 to $15,000 ."
08/01/2021,Susie,Lee,US Congressman,INFO,IHS Markit Ltd,8000,Buy,"Traded $1,001 to $15,000 "
08/01/2021,Susie,Lee,US Congressman,SVC,Service Proper,8000,Buy,"Traded $1,001 to $15,000 "
08/01/2021,Virginia,Foxx,US Congressman,OLP,One Liberty Pr,8000,Buy,"Traded $1,001 to $15,000 "
08/01/2021,Virginia,Foxx,US Congressman,GLAXF,Gsk Plc,8000,Buy,"Traded $1,001 to $15,000 ."
08/01/2021,William Francis,Hagerty,US Senator,VRM,Vroom Inc,8000,Buy,"Traded $1,001 to $15,000 ."
08/01/2021,Dean,Phillips,US Congressman,CB,Chubb Ltd,8000,Sell,"Traded $1,001 to $15,000 ."
08/01/2021,Dean,Phillips,US Congressman,ACN,Accenture Plc,16000,Sell,"Traded $2,001 To $30,000 "
08/01/2021,Diana,Harshbarger,US Congressman,SPGI,S&P Global Inc,8000,Sell,"Traded $1,001 to $15,000 "
08/01/2021,Marie,Newman,US Congressman,CHWY,Chewy Inc,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
08/01/2021,Marie,Newman,US Congressman,XOM,Exxon Mobil Co,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
08/01/2021,Marie,Newman,US Congressman,BBY,Best Buy Compa,32500,Sell,"By Spouse. Traded $15,001 to $50,000 ."
08/01/2021,Marie,Newman,US Congressman,MCD,McDonald's Cor,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
08/01/2021,Marie,Newman,US Congressman,W,Wayfair Inc,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
08/01/2021,Marie,Newman,US Congressman,MRNA,Moderna Inc,40501,Sell,"By Spouse. Traded $16,002 to $65,000 ."
08/01/2021,Thomas,Carper,US Senator,AJRD,Aerojet Rocket,8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
08/01/2021,Tomasz,Malinowski,US Congressman,CDNA,Caredx Inc,8000,Sell,"Traded $1,001 to $15,000 "
08/01/2021,Tomasz,Malinowski,US Congressman,AMRC,Ameresco Inc,32500,Sell,"Traded $15,001 to $50,000 "
08/01/2021,William Francis,Hagerty,US Senator,LMND,Lemonade Inc,8000,Sell,"Traded $1,001 to $15,000 "
09/01/2021,Dean,Phillips,US Congressman,ACN,Accenture Plc,8000,Sell,"Traded $1,001 to $15,000 "
09/01/2021,Marie,Newman,US Congressman,BA,Boeing Company,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
11/01/2021,Alan,Lowenthal,US Congressman,JBI,Janus Internat,11,Buy,"The Congressman Spouse Invested $11.44, We Have Used The Close Price On The Date Of Trade To Estimate The Number Of Shares."
11/01/2021,Donald,Beyer,US Congressman,ASMLF,Asml Hld NV Or,2524,Buy,As ADR/ADS but shown as Ord equivalent. Price not reported.
11/01/2021,Donald,Beyer,US Congressman,GS,Goldman Sachs ,2938,Buy,Price not reported. 
11/01/2021,Joshua,Gottheimer,US Congressman,MO,Altria Group,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Joshua,Gottheimer,US Congressman,REGN,Regeneron Phar,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Joshua,Gottheimer,US Congressman,CRM,Salesforce Inc,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Kevin,Hern,US Congressman,AIO,Virtus Artific,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Marie,Newman,US Congressman,AAPL,Apple Inc,8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
11/01/2021,Marie,Newman,US Congressman,DUK,Duke Energy Co,8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
11/01/2021,Marie,Newman,US Congressman,MET,Metlife Inc,8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
11/01/2021,Marie,Newman,US Congressman,TWTR,Twitter Inc,8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
11/01/2021,Marie,Newman,US Congressman,DOCU,Docusign Inc,32500,Buy,"By Spouse. Traded $15,001 to $50,000 ."
11/01/2021,Susie,Lee,US Congressman,WSM,Williams-Sonom,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Thomas,Suozzi,US Congressman,SOLO,Electrameccani,32500,Buy,"Traded $15,001 to $50,000 ."
11/01/2021,Tomasz,Malinowski,US Congressman,DMTK,Dermtech Inc,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Tomasz,Malinowski,US Congressman,DMTK,Dermtech Inc,8000,Buy,"Traded $1,001 to $15,000 "
11/01/2021,Dean,Phillips,US Congressman,ACN,Accenture Plc,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Dean,Phillips,US Congressman,CB,Chubb Ltd,8000,Sell,"Traded $1,001 to $15,000 ."
11/01/2021,Donald,Beyer,US Congressman,VZ,Verizon Commun,1437,Sell,Price not reported
11/01/2021,Donald,Beyer,US Congressman,NVDA,Nvidia Corp,2725,Sell,Price not reported
11/01/2021,Donald,Beyer,US Congressman,SPLK,Splunk Inc,3330,Sell,Price not reported
11/01/2021,Donald,Beyer,US Congressman,MCO,Moody's Corp,4145,Sell,Price not reported
11/01/2021,John,Yarmuth,US Congressman,ICE,Intercontinent,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,GOLD,Barrick Gold C,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,CIG,Comp En DE MN ,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,STOHF,Statoil ASA,8000,Sell,"As ADR/ADS but shown as Ord equivalent. Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,MJDLF,Major Drilling,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,NEM,Newmont Mining,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,PDS,Precision Dril,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Michael,Simpson,US Congressman,AUY,Yamana Gold,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Mike,Kelly,US Congressman,CLF,Cleveland-Clif,75000,Sell,"By Spouse. Traded $50,001 To $100,000 ."
11/01/2021,Rohit,Khanna,US Congressman,RP,Realpage Inc,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
11/01/2021,Thomas,Carper,US Senator,MNDT,Mandiant Inc,8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
11/01/2021,Thomas,Carper,US Senator,DDOG,Datadog Inc Cl,8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
11/01/2021,Thomas,Carper,US Senator,CAG,Conagra Brands,8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
11/01/2021,Thomas,Carper,US Senator,PSQ,Short QQQ -1X ,24000,Sell,"By Spouse. Traded $3,001 To $45,000 "
11/01/2021,Thomas,Carper,US Senator,SH,Short S&P500 -,24000,Sell,"By Spouse. Traded $3,001 To $45,000 "
11/01/2021,Tomasz,Malinowski,US Congressman,BL,Blackline Inc,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Tomasz,Malinowski,US Congressman,DASH,Doordash Inc C,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Tomasz,Malinowski,US Congressman,OSUR,Orasure Tech I,8000,Sell,"Traded $1,001 to $15,000 "
11/01/2021,Tomasz,Malinowski,US Congressman,CDNA,Caredx Inc,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Alan,Lowenthal,US Congressman,JBI,Janus Internat,626,Buy,"The Congressman Spouse Invested $625.68, We Have Used The Close Price On The Date Of Trade To Estimate The Number Of Shares."
12/01/2021,Alan,Lowenthal,US Congressman,GM,General Motors,9470,Buy,"By Reporting Person And Spouse. Traded $2,471 To $16,470 ."
12/01/2021,Diana,Harshbarger,US Congressman,CVX,Chevron Corp,8000,Buy,"By Spouse. Traded $1,001 To $15,000 "
12/01/2021,Susie,Lee,US Congressman,CHX,Championx Corp,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,DFS,Discover Finan,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,LESL,Leslie's Inc,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,HOUS,Anywhere Real ,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,GT,Goodyear Tire ,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,WRK,Westrock Compa,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,WSM,Williams-Sonom,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,WCC,Wesco Internat,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Virginia,Foxx,US Congressman,MO,Altria Group,8000,Buy,"Traded $1,001 to $15,000 "
12/01/2021,Dean,Phillips,US Congressman,ACN,Accenture Plc,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Dean,Phillips,US Congressman,BKNG,Booking Holdin,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Diana,Harshbarger,US Congressman,META,Meta Platforms,40000,Sell,"By Director And Spouse. Traded $5,001 To $75,000 ."
12/01/2021,Marie,Newman,US Congressman,BABA,Alibaba Group ,32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
12/01/2021,Michael,Mccaul,US Congressman,CB,Chubb Ltd,40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
12/01/2021,Michael,Mccaul,US Congressman,ACN,Accenture Plc,150001,Sell,"By Spouse & Dependent Child. Traded $100,002 To $200,000 ."
12/01/2021,Susie,Lee,US Congressman,BLL,Ball Corp,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,CACI,Caci Internati,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,DLR,Digital Realty,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,DRE,Duke Realty Co,8000,Sell,"Traded $1,001 to $15,000 "
12/01/2021,Susie,Lee,US Congressman,FI,Fiserv Inc,8000,Sell,"Traded $1,001 to $15,000 ."
12/01/2021,William,Long,US Congressman,SO,Southern Compa,32500,Sell,"Traded $15,001 to $50,000 "
13/01/2021,Diana,Harshbarger,US Congressman,VMW,Vmware Inc,32000,Buy,"By Director And Spouse. Traded $4,001 To $60,000 ."
13/01/2021,Diana,Harshbarger,US Congressman,KNX,Knight-Swift T,32000,Buy,"By Director And Spouse. Traded $4,001 To $60,000 ."
13/01/2021,John,Yarmuth,US Congressman,AXP,American Expre,8000,Buy,"Traded $1,001 to $15,000 "
13/01/2021,Lois,Frankel,US Congressman,FLR,Fluor Corp,8000,Buy,"Traded $1,001 to $15,000 "
13/01/2021,Lois,Frankel,US Congressman,NOC,Northrop Grumm,8000,Buy,"Traded $1,001 to $15,000 "
13/01/2021,Michael,Mccaul,US Congressman,ACGL,Arch Capital G,8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
13/01/2021,Patrick,Fallon,US Congressman,KKR,KKR & Company ,32500,Buy,"Traded $15,001 to $50,000 "
13/01/2021,Peter,Meijer,US Congressman,ATO,Atmos Energy C,8000,Buy,"Traded $1,001 to $15,000 "
13/01/2021,Peter,Meijer,US Congressman,KO,Coca-Cola Comp,8000,Buy,"Traded $1,001 to $15,000 "
13/01/2021,Peter,Meijer,US Congressman,KHC,Kraft Heinz Co,8000,Buy,"Traded $1,001 to $15,000 "
